뉴스제목,주가변동
코스피   우한 폐렴 공포 에     선 붕괴 코스닥 장중    가까이 하락,0
코스피  중국 우한폐렴 여파에 장중     선 붕괴,0
 개장  코스피 코스닥   신종코로나  공포 속 급락   단기 조정 불가피 ,0
 검은사막 이용자 모여라  펄어비스 글로벌 소통,0
코스피  신종코로나 충격에   대 급락      선 붕괴,0
 마감시황  신종 코로나 우려 속 코스피    이상 급락해       아래로,0
코스피  신종코로나 공포에 급락 장중      선 붕괴,0
코스닥  신종 코로나 바이러스 확산에   대 하락 출발    선대,0
펄어비스 검은사막   위치 위자드  전승 업데이트,0
  일  기관 코스닥에서 CJ ENM          리메드       등 순매도,0
펄어비스  검은사막    위치 위자드  전승 업데이트,0
 마감시황  우한 폐렴  패닉셀 멈춘 코스피 강보합 마감 종합 ,0
 마감시황  우한 폐렴  패닉셀 멈춘 코스피 강보합 마감,0
 코스닥 마감 저가매수 나선 개미덕에 상승    선 회복,0
코스피     선 반등  뉴욕 증시 상승에 저가매수세 ,0
  게임업계  자체 IP 확산  심혈  넷마블 SG 컴투스 펄어비스 펍지  활발 ,0
 클릭 e종목  펄어비스  신작 출시가 관건 ,0
펄어비스  작년  분기 모바일 게임 매출 감소 목표가  한국,0
 마감시황  코스피  개인 외국인      억 순매수에     선 회복,0
 fn오전시황  우한폐렴 확산 속 코스피 반등,0
 오전시황 전일 급락한 코스피  반등 출발 후 보합세,0
코스닥  외인과 개인 동반 매수에    가까이 상승 출발,0
 I 리포트  펄어비스  작년  분기 실적 기대치 하회 전망 목표가  한투,0
펄어비스  신작 출시일정이 관건 한국투자증권,0
코스피    대 하락 마감 외인 기관 IT대형주 대거 매도,0
 마감  코스피  신종코로나 공포에 급락      선 무너져,0
 마감시황 코스피  외인 기관 동시매도에 하락     선 후퇴 종합 ,0
 시황종합 신종 코로나 공포에 코스피     선 후퇴 코스닥    ,0
코스피      떨어진     선 마감 코스닥    하락세,0
 마감시황 코스피   우한 폐렴  우려 지속에 하락     선 후퇴,0
 코스닥 마감 신종 코로나    경기둔화 우려    대 하락,0
 TF시황   내리막길  국내 증시 코스피      선 무너져,0
 오후시황  신종코로나 확산 우려  코스피      선  급락 ,0
신종 코로나 공포에 코스피     선 위협 코스닥    하락,0
 시황   신종코로나  확산 우려  코스피      선 약세,0
 개장  코스피  하락 출발      선 약보합,0
코스피 하락에     선 개장 혼조세 나타나,0
 마감시황 코로나바이러스 우려에 코스피      선까지 하락,0
 오후시황 외인 기관 매도세에 국내 증시   대 하락세,0
 개장시황  코스피  기관 순매도에 약보합 출발,0
 이러다 또 남 좋은 일만    클라우드 게임 엔 손 안 대는 게임강국,0
 마감시황 사흘 만에 순매수 펼친    코스피       상승 마감 종합 ,0
 마감시황 사흘 만에 순매수 펼친    코스피       상승 마감,0
코스피  개인 외국인 매수에 반등 성공       선 안착,0
전기 전자 매집한 외국인 코스피           마감,0
    사자  코스피    가까이 상승     선 회복,0
 오후시황  코스피  외국인  사자      선 회복  코스닥   대 강세,0
 시황   신종코로나  우려에도 코스피    상승  장중     선 회복,0
코스피 개인 외국인 매수세에 상승 출발   장중     선 회복,0
 개장  코스피   신종코로나  우려에도 상승세  개인 외인 사들여,0
 개장시황  코스피  개인 외국인 매수세에     선 회복 출발,0
  일  코스닥 외국인 순매수상위에 반도체 업종  종목,0
코스피  숨고르기   소폭 하락 마감,0
 마감시황 코스피  기관 매도에     선 후퇴 나흘 만에 하락,0
코스피  단기급등 피로감 여파       선으로 후퇴,0
 TF시황  코스피 코스닥 하락세로 마감   반등  실패 ,0
 코스닥 마감  경제지표 개선 신종코로나 혼재    선 약보합,0
 오후시황   신종코로나 에 주춤거리는 코스피 코스닥,0
 개장  코스피 기관 매도세에 하락세,0
 위클리 마켓  레몬 켄코아에어로 IPO 수요예측 CJ계열사 카카오 IR,0
 마감시황  코스피 약세 마감   코스닥은 약보합세,0
 마감시황  코스피  단기급등 피로감에     선까지 후퇴,0
 오후 주식시장은  기관 강한 매도세   코스피 낙폭 확대,0
코스피 소폭 조정중     선 위협,0
코스닥 상승장서 외국인     수익 낼때  개미     털렸다,0
 TF시황  코스피 상위 종목 대부분 상승세     선  회복 ,0
외국인 선물매매 따라간 증시 중국 소비주 반등 노려라,0
펄어비스   섀도우 아레나  글로벌 테스트 모집 개시,0
코스피     선 넘기며    상승 마감 코스닥도 오름세,0
 마감시황 코스피  기관 매수에    상승  일만에     선 안착 종합 ,0
코스피  경기낙관론 유지    상승    차전지주  강세 ,0
 시황종합 코스피     선 회복  거래일 만에 상승,0
 코스닥 마감 외국인 매수에 상승     선  웃돌아,0
 마감  코스피  기관 사들이자 상승세      선 안착,0
 마감시황 코스피  기관 매수에    상승  일만에     선 안착,0
펄어비스   섀도우 아레나  글로벌 테스트 모집 시작,0
펄어비스  섀도우 아레나  글로벌 테스트 모집 시작,0
게임  기대치 높아지는 이유는,0
 오전시황  장 초반 순항하는 한국증시    차전지 대형주 강세,0
코스피     선 넘기며 상승 개장 코스닥도 동반 강세,0
펄어비스  섀도우 아레나  글로벌 테스터 모집,0
  일  코스닥 기관 순매도상위에 반도체 업종  종목,0
넷마블  영업이익     증가한    억원,0
옵션만기 기관 현물 매도에 발목 잡힌 증시,0
 시황종합  코스피 사흘만에 하락 코스닥은 소폭 상승,0
 TF시황  사흘만에 하락한 코스피     선  유지 ,0
 마감시황 코스피  기관 매도에 약보합  일 만에 하락,0
 마감  외국인 매수 우위  코스피 사흘만에 하락 마감,0
펄어비스  검은사막  지속적인 업데이트로 매출 반등  종합 ,0
 이데일리N  코로나   확산우려에 세계최대 모바일박람회 MWC 취소  ,0
펄어비스  검은사막 모바일  업데이트로 매출 반등 꾀할 것 ,0
 코스닥  펄어비스     년 매출액     억원 영업이익     억원  연결 기   ,0
펄어비스  연간 최대 매출 달성,0
 컨콜종합  펄어비스  검은사막  IP 강화 신작 출시  지속 성장 ,0
펄어비스  작년 최대 매출 달성 영업익     억,0
펄어비스  지난해 영업이익     억원 전년비      ,0
 마감시황  코스피 사흘 만에 하락       선으로 마감,0
코스피  기관 개인 순매도에        으로 하락 마감,0
코스피  코로나   관망 심리 약보합 마감,0
코스닥  외인 기관 매도에 하락 전환 코로나   변동성 여전,0
 신사옥 건립 관련  올해    억원 지출 전망  펄어비스 컨콜,0
 검은사막  온라인 굿즈몰  펄어비스 스토어  오픈,0
  일  코스닥 기관 순매도상위에 반도체 업종  종목,0
  일  외국인 코스닥에서 헬릭스미스           CJ ENM           ,0
 확진자 정점  베팅한 증시 오름세  단기 변동성 경계 ,0
 마감시황 코스피  외국인 순매수에 상승     선 회복,0
 마감  코스피   코로나    둔화에     선 회복,0
 시황종합  코스피 하루만에 반등     선 회복,0
 TF시황  코스피  외국인 매수 우위 속         마감,0
 코스닥 마감 외국인  사자 에  일째  오름세     선 근접,0
펄어비스  공식 온라인 굿즈몰  펄어비스 스토어  개장,0
해외시장  만 있는 줄 알았더니  북미 서도 잘나가는 한국 게임,0
 개장   코로나    확산 우려  코스피      선 출발,0
펄어비스   Q 실적 양호 신작나오기까지 쉼표 목표가   메리츠,0
코스피  외국인 IT 매수      상승 마감,0
코스닥  상승세 전환    선 회복,0
중국 코로나   확진자 급증에 코스피      대 하락 출발,0
코스닥     코로나    급증 소식에 보합권으로 출발,0
펄어비스  신작출시까지 쉬어가는 시기 메리츠증권,0
 e공시 눈에 띄네 코스닥   일,0
  일  코스닥 외국인 순매수상위에 반도체 업종  종목,0
주가 부진 펄어비스  공매도  검은 그림자 ,0
IT 주도주 흐름 변화 없어  차전지는  장기전 ,0
 마감시황 코스피  국내 코로나   확진자 급증에 상승 폭 제한,0
 코스닥 마감 코로나   우려 누른 외국인  사자  소폭 상승,0
 시황종합  코스피   코로나   우려  불구 강보합 외인은 순매도,0
 TF시황  코스피 개인 매수 속     선 상승 마감,0
 마감시황  코스피 강보합세로 장 종료   코스닥도 상승 마감,0
코스피 개인 매수세에        로 상승 마감,0
 마감  코스피  개인     억원대 사들여  강보합세,0
펄어비스  검은사막 공식 파트너앱  검은사막   출시,0
 오후 주식시장은  기관 순매수 전환에   오전 낙폭 만회한 코스피,0
증시 대차잔고   조  공매도 폭탄  우려,0
코스피   코로나    확진자 급증에 하락 전환     선 내줘,0
  조원 넘는 증시 대차잔고 공매도 폭탄 주의보,0
하락세로 돌아선 코스피     선 붕괴,0
 오전시황  코스피 지수 다소 강세  코스닥 약보합세,0
코로나  에 울고 웃은 코스피 강보합 마감,0
코스닥  코로나   확진자 대폭 확대에    선으로 후퇴,0
경기침체 우려 지속 코스피는 기술적 반등,0
 마감시황 코로나   확진자 급증 다시 무너진     선,0
 시황종합  코로나 우려   코스피     선 후퇴 환율  개월  최고,0
 TF시황   코로나    우려에 코스피     선으로 후퇴,0
 마감   코로나    확진자 급증에  코스피      선 붕괴,0
코로나  에  화들짝  코스피    거래일만     선 붕괴,0
 코스닥 마감 코로나   확진자 급증으로 하락       턱걸이,0
펄어비스   섀도우 아레나  신규 클래스  황금의 바달  공개,0
코스피  장중     선 붕괴 원 달러 환율    원 ,0
 개장  코스피  외국인 매수 힘입어 상승      선 회복,0
코로나   확산      선 깨진 코스피,0
 fn마감시황  코스피  기관 매도에 약세로 마감,0
 마감시황      선 무너진 코스피 하락 마감   코스닥도 하락 마감,0
코스닥      선으로 하락 전환 코로나   확진자 급증에 위축,0
 오후시황  코로나   확진자 급증   코스피      선 아래로,0
코스닥  강보합 출발    선 상회,0
 개장시황  코스피 상승으로 장중      선 회복   외국인 기관 순매수,0
 검은사막 콘솔  플스 엑스박스 경계 허물다 크로스 플레이,0
펄어비스   검은사막 콘솔  크로스 플레이 된다,0
 마감시황 내리막길 타는 코스피 확진자 급증에   대 하락 종합 ,0
 마감시황 내리막길 타는 코스피 확진자 급증에   대 하락,0
펄어비스  검은사막 콘솔에 크로스 플레이 지원 플랫폼 경계 허물다,0
코로나 공포감 확산 코스피   대 하락,0
 시황종합  코로나 공포  코스피     대  뚝  환율  개월  최고,0
 코스닥 마감  코로나    파랗게 질린 코스닥    대      선 ,0
 TF시황  코스피 기관매도 속 이틀째 하락     선 마감,0
 코로나   확산 우려에 코스피   대 하락 ,0
 마감   코로나    확산 우려  코스피      선 하락 마감,0
게임업계 별들 한자리 뭉쳤다,0
코스피  코로나   급속 확산에   대 하락 환율  개월  최고,0
 개장  코스피  기관  팔자       선 하락 출발,0
 마감 시황  코로나   확산 속 코스피      로 급락,0
코스피  코로나   확산에 하락세 출발 장중      대로 후퇴,0
코로나  에 감염된 코스닥  하락 출발,0
다시 시작된 코로나   공포 코스피 급락,0
 마감시황 코스피  하루만에     선 회복 반발 매수세 유입 종합 ,0
 시황종합   급락에도 코스피     선 회복 불안한 반등 ,0
 마감시황 코스피  하루만에     선 회복 반발 매수세 유입,0
 TF시황  나흘만에 회복세 탄 증시     선 마감,0
 마감  개인 기관 매수세 힘입어  코스피      선 회복,0
코스피  하루 만에     선 회복  저가매수 추경기대 원화강세 ,0
 코스닥 마감 코로나   확산 둔화되자   대 반등,0
끊임없는 투자와 시장 개척이 매출 성장 기업의 제  조건,0
 개장  코로나   확산 우려  코스피      선 출발,0
한숨 돌린 코스피 하루 만에      선 회복,0
 오후시황 증시 상승 전환   코스피      선 육박,0
 오전시황 코스피 소폭 상승세   급락세 진정,0
코스닥  코로나   악재 다 반영됐나  나흘만에 상승 출발,0
  일  코스닥 기관 순매도상위에 반도체 업종  종목,0
  일  코스닥 외국인 순매수상위에 반도체 업종  종목,0
금리 동결에 실망한 코스피 외인 나흘동안    조원 매도,0
 마감시황 코스피  한은 금리 동결에 실망 매물 출회        종합 ,0
 시황종합  예상밖 금리동결  코스피     선 밀려     일째 팔자,0
 TF시황  코스피 이틀째 급락     선으로 후퇴,0
 마감시황 코스피  한은 금리 동결에 실망 매물 출회       ,0
 코스닥 마감 외국인 매도공세   대     선 이탈,0
 마감  코로나   금리동결  코스피      선 마감,0
엔씨 이어 스마일게이트도  일간 유급 특별휴가 실시,0
펄어비스  섀도우 아레나    차 글로벌 CBT 개시,0
택진효과  게임사 유급 휴가 재택근무 이어져,0
펄어비스  섀도우 아레나  글로벌 테스트   개 언어 지원,0
PC방 이벤트 취소  재택근무  유급휴가 게임사들  코로나    적극대응,0
하락세로 돌아선 코스피 금리 동결 영향,0
코스피  한은 기준금리 동결에 하락 전환 코스닥도 내리막,0
펄어비스 신작  섀도우아레나  글로벌 테스트 돌입,0
 마감시황  코스피  코로나   금리동결로     선까지 후퇴,0
 오후 주식시장은  코스피 연중 최저치   코스닥은    가까이 하락,0
코스피  기준금리 동결에 장중     선도 붕괴 코스닥   대 하락,0
코로나로 뚫린 지지선 코스피      붕괴      폭락,0
 시황종합   코로나 패닉  코스피     선 붕괴 코스닥 투매    ,0
 마감시황 코스피  검은 금요일   개월만에     선 붕괴,0
 TF시황  코스피  외국인 매도 속 무너진     선,0
 마감  코스피   코로나    쇼크에   대 폭락      선 붕괴,0
펄어비스  검은사막 모바일   타이거 JK 콜라보 음원  모험가  공개,0
달콤커피 마시면  검은사막 모바일  아이템 제공 이벤트,0
코스피  장중     선 위협 시총상위   우수수 ,0
 여기는 논설실   출근하지 마  코로나가 바꾼 근로 형태 재택근무 확산,0
 개장시황 코스피   코로나   우려 에    하락 출발 장중     선  후퇴 ,0
 개장  코스피    대 급락      선 하락 출발,0
 마감시황 코스피  주요국 경기 부양 기대감에     선 탈환,0
 코스닥 마감 외국인 기관  사자 에 상승     선  회복,0
코스피     선 회복 코스닥은       상승,0
 TF시황  나흘만에 상승세 코스피     선  회복 ,0
 마감  외인 매도 우위  코스피       선 턱걸이  마감,0
 시황  개인 기관 매수세 힘입어 코스피      선 유지,0
 코로나   여파 주춤   코스피      선 회복 속 등락  개인매수 확대,0
코스피     선까지 내려앉아 코스닥도 동반 약세,0
 개장  개인 기관 매수세  코스피     선 강세 출발,0
 마감시황  코스피   거래일 만에 반등     포인트 회복,0
 오후시황  개인 기관 순매수   코스피    대 상승세 유지,0
코스닥  외국인 기관 매수로 상승 전환      선 등락,0
코스닥  코로나   확산으로 혼조세       붕괴,0
 오전시황  코스피 나흘 만에 상승   기관 개인 순매수,0
 마감시황 코스피 나흘째 오르며      선 넘어서,0
 TF시황  코스피 개인 매수 우위 속     선 마감,0
코로나  에 게임주  활짝 ,0
 마감시황 코스피  나흘째 상승 마감     선 회복,0
 마감  개인 매수세 힘입어  코스피      선 상승마감,0
 코스닥 마감 개미의 뜨거운 러브콜    선 회복,0
올들어 공매도     조 작년보다     늘었다,0
 오후시황 코스피 코스닥 오후 들어서도 강세,0
 마켓인사이트  주총 포커스  삼양식품  라면 생산 공장을 지켜라  주총 일정 연   ,0
코스피 장중     선 안착     선도  터치 ,0
 개장  미국증시 큰폭 상승  개인 매수세 확대  코스피    가량 상승 출발,0
펄어비스  검은사막 콘솔  크로스 플레이 시작,0
 마감시황 코스피  미 증시 훈풍  일째 올라     대 회복,0
위험자산 심리 회복 코스피           마감,0
 개장시황  코스피      P대 상승 출발 개인만  사자 ,0
코스닥   증시 상승에    선서 상승 출발,0
장소 바꾸고 보고서 미루고    코로나   주총대란  현실로,0
 마감시황 코스피  외국인  팔자 에   대 하락 종합 ,0
 TF시황  코스피   대 내려     선  마감 ,0
 마감시황  코스피  외국인  팔자 에   대 하락,0
코스피    빠진     선 마감 코스닥도    하락,0
 마감      억 개인 매도세 불구  코스피   대 폭락       마감,0
 오전시황  코스피  개인매수     억대 불구   대 급락 중,0
 개장  미국증시 큰폭 하락 영향에  코스피    폭락 출발,0
 코로나     수급 주도  외국인  변동장에서도 골라 산 종목은 날았다,0
 코로나   팬데믹  공포에 코스피       하락 마감,0
 마감시황  코스피  외인 기관 매도공세   대 하락,0
코스피  미국 증시 급락 여파에   대 하락,0
코스닥  코로나    경기 둔화 우려에 낙폭 커져,0
코스피      하락 출발 장중      대 후퇴,0
 개장시황  코스피      P대 하락 출발 코로나  에 발목,0
코스닥  외인 기관 동반 매도세에    가까이 하락 출발,0
펄어비스  섀도우 아레나  글로벌 테스트 완료  흥행 예감 ,0
펄어비스  섀도우 아레나  글로벌 흥행 예감,0
 마감시황 개인 기관 쌍끌이 매수에  일만에 반등 종합 ,0
코스피     선 회복   외국인   조원  팔아,0
 마감시황 개인 기관 쌍끌이 매수에 코스피  일만에 반등,0
코스피    증시 폭락에도 상승  트럼프  경기부양책 기대 ,0
 시황종합   증시 폭락에도 코스피 반등 환율   원 급락,0
 TF시황  코스피 기관매수 늘며     선  마감 ,0
뉴욕증시 급락에도 코스피 강보합 외국인은 또   조  매도,0
코스피  개인 기관 매수에 사흘만에 반등 성공       선 회복,0
 코스닥 마감   부양책 기대감에 사흘만에 상승,0
 마감  종일     선 등락 코스피          기관 매수     억대,0
펄어비스 차기작  섀도우아레나  글로벌 테스트  성료 ,0
 시황  외인  팔자  기관  사자   코스피      선 등락,0
펄어비스  섀도우 아레나   글로벌 CBT   만명 이상 몰렸다,0
코로나   팬데믹 우려 속 코스피 롤러코스터 개인 기관  사자 ,0
 오전시황  코스피     선 등락  기관 매수     억 돌파,0
 이슈분석 벤처투자시장 자본시장 경계 허물어지는 금융시장,0
롤러코스터 타는 코스닥  장중 또 하락 전환,0
코스닥    감세안 등에 장중 상승 전환,0
 폭락  코스피     선  년래 최저,0
코스피 장중     선 붕괴  시총 하루만에   조원 증발,0
 시황종합 코스피       한때     선 붕괴 코스닥    선 무너져,0
코스피 장중      붕괴  코로나 불안  외국인 팔자행진,0
 TF시황  코스피 장중     대 무너져         마감,0
 마감시황 코스피      선 턱걸이   년 최저  코스닥    선 깨져 종합 ,0
    선으로 급락한 코스피 코스닥은    선 붕괴,0
 마감시황 코스피   년 최저     선 턱걸이 코스닥    선 깨져,0
 마감  코로나   팬데믹 우려 속  롤러코스터  코스피    대 폭락,0
 코스닥 마감       하락  개월만에    선 붕괴,0
외국인  나흘간  조 팔았다   코스피      선도 위태,0
코스피 장중    하락에     선 위태 코스닥    선 깨져 종합 ,0
코로나   공포에 코스피   개월만에     선 붕괴 코스닥     선 깨져 종합   ,0
코스피     선 무너졌다 코스닥도    선 붕괴,0
펄어비스  검은사막    시즌 서버  맞이 기념 이벤트 진행,0
코스닥  장중      하락   개월만에    선 붕괴,0
코스피  코로나   확산 우려에     선  붕괴  코스닥   개월만에    선    ,0
 오전시황  급락세 전환  코스피     선 무너져,0
 마감시황  코스피  외국인 기관 매도   P 급락,0
코스닥    대 낙폭 확대  개월 만에    선 붕괴,0
 내 주식만 안 오른다   종목 장세의 복잡한 리스크,0
   팔아치운 외국인 코스피    에 마감,0
 시황종합  코스피    하락     선 코스닥은    상승,0
 마감시황 코스피  외국인  조 매도에     선 후퇴  년 개월여만,0
 코스닥 마감 외국인 매수 힘입어 일주일 만에 반등     선 ,0
코스피   년 개월 만에     선 붕괴 한은  빅컷 에도 불안감 지속,0
한은 금리인하도 무용지물 코스피      선 붕괴,0
 마감  뉴욕증시 대폭락에도 코스피     선은 방어  코스닥  상승 전환,0
 오후 주식시장은  극심한 변동성 보이는 코스피    공포지수      년 이후    ,0
 해보니 편하네  코로나  에 비대면 소비 증가 식품 게임  ,0
코스피  개인 기관 쌍끌이 매수에 장중 한때 상승,0
코스닥  장중 반전해    상승 시총 상위주  반등 ,0
코스피  급락 출발 후 낙폭 급격 축소       하락 종합 ,0
 개장  미국 증시 대폭락에 코스피    대 급락     선,0
코스피  외국인  조  팔자세 에     선으로 후퇴,0
 마감시황  코스피  외국인 또  조 던져      하락,0
코스닥 시가총액 상위종목 동반  강세 ,0
 특징주 코스닥     반등  시총상위  동반 상승,0
외인 기관 매수세 코스닥 반등 성공     선도 회복,0
 개장시황  코스피   증시 폭락 여파   대 하락 출발,0
  일  외국인 코스닥에서 셀트리온헬스케어          에이치엘비          ,0
 판호발급에 웹보드 규제완화까지 게임주 탄력받나,0
 마감시황 코스피    년 최저     선 붕괴 코스닥은    선 밑으로 종합 ,0
펄어비스  검은사막  플랫폼 다변화로 성장성 만렙  K게임  글로벌 공략 새 바람   ,0
 마감시황  코스피     넘게 추락     선마저 붕괴,0
 마감시황 코스피    년 만에 최저     선 붕괴 코스닥은    선 밑으로,0
 시황종합  코스피   년만에     선 붕괴 코스닥도      ,0
 마감  코스피    대 급락    년만에     선 밑으로,0
 브레이크  없는 코스피   선물 급락에      선 붕괴,0
 TF시황  코스피        하락     대도 붕괴,0
코스피      폭락       선도 붕괴,0
 코스닥 마감   대 하락  년 만에    선 밑으로,0
 개미의 힘  개인 매수세에 증시 반등,0
 오전시황  코스피          선에서 등락  큰 변동없이  조용 ,0
아직 바닥 아닌가   코스피 장중 반락,0
 개장  미국  슈퍼 부양책 에 코스피      선대 상승 출발,0
글로벌 증시 상승 개인 순매수에 코스피 상승 출발,0
코스피      선 무너져   년 만에 최저      급락,0
 개장시황  코스피    대규모 부양책에  일만에 상승,0
코스닥    부양책에 상승 출발 개인  나홀로 사자 ,0
금융시장 오랜만에 웃었다 주가 원화 채권  트리플 강세  종합 ,0
 마감시황 코스피 코스닥      대 상승   거래일 만에 상승 종합 ,0
코스피  거래일만에    반등     선 코스닥    급등,0
 마감시황 코스피 코스닥      대   거래일 만에 상승,0
코스피    일 만에 반등 외국인은 또 팔았다,0
 마감  코스피 하루 만에 큰폭 반등 성공    이상  UP ,0
국내 증시 반등 성공   코스피      코스닥     급등,0
간만에 웃은 증시  코스피    코스닥    폭등 마감 달러 불안 해소,0
펄어비스  검은사막   시즌 서버로 신규 이용자      증가,0
펄어비스  해외에서 빛 볼까 섀도우아레나 이브온라인  대기 ,0
PC  검은사막  시즌 서버 통했다 신규 이용자      증가,0
 개장  한 미 통화스와프에 코스피  반등      선 회복하나,0
코스피    반등 출발   통화스와프 호재 효과,0
 마감시황  코스피   일만에 웃었다      급반등,0
 코스닥 마감 한미통화스와프 체결에    올라     선  턱밑 ,0
코스닥     급등하면서    선 회복  장중  사이드카  발동,0
코스닥  한미통화스와프 기대감에  상승   코로나   관련  ,0
코스피      선 등락 장중    반등 통화스와프 약발 먹히나,0
 개장시황  코스피  한 미 통화스와프 체결에 상승세,0
코스닥  외국인 기관 동반매수에    상승  사흘만에 반등,0
외인  코스피  천억 원 순매도 삼성 팔고 SK하이닉스 샀다,0
  일  코스닥 외국인 순매수상위에 제약 업종  종목,0
  일  코스닥 기관 순매도상위에 제약 업종  종목,0
   방문  씨젠 상한가   코스닥 시총  위 꿰찼다,0
 마감시황 코스피 코스닥     급등     선 재진입 종합 ,0
 시황종합   이틀째 급등  코스피      코스닥     회복 마감,0
 마감  코스피  개인 매수세 힘입어 이틀 연속 상승      선 회복,0
코스피 코스닥    대 급등     선 재진입,0
 코스닥 마감 유동성 풀자    선 회복 씨젠 시총  위,0
  게임    공세에도 모바일 게임 시장 지켰다   엔씨 국내 퍼블리셔  위,0
국내 모바일게임 매출  위는 엔씨소프트 넷마블 넥슨 뒤이어,0
엔씨소프트  지난해 국내 모바일 퍼블리셔  위,0
코스피  개인 외국인 동반 매수에    상승 출발,0
 게임유저   리니지M 에서 돈 가장 많이 쓴다,0
NH   펄어비스  실적 역성장 불가피 투자의견  중립 으로 하향 ,0
코스피      급등  일만에     선 회복,0
 마감시황  코스피       급등  일만에      탈환,0
코스피  날았다      선 회복   통화 재정 약발  후끈 ,0
코스피 장중      급등      선 회복,0
코스닥     조 유동성에   대 상승 출발    선  코앞 ,0
게임  잘나가는데   신작 연기  발목 잡힌 펄어비스,0
  일  외국인 코스닥에서 셀트리온헬스케어        에이치엘비            ,0
 마감시황 코스피    오르며      선 회복   거래대금 역대최대,0
 마감시황 코스피    대 상승     선 돌파,0
진격의 개인 코스피  일주일 만에     급등,0
 마감  코스피   대 코스닥    가량 상승  코로나   백신 기대감 작용,0
 코스닥 마감 바이오  폭등에   대 급등 마감     선 ,0
 오후시황  코스피 오후에도    대 상승폭 유지,0
코스피   대 상승 출발 환율은 하락세,0
게임한류 열 새얼굴 찾는다  신규 IP 로 글로벌 공략하는 게임사들,0
 개장  코스피 코스닥   대 상승      선    선 등락,0
엔씨 김택진  작년 연봉   억 게임업계  연봉킹  유지,0
코스피      선 회복 거래 대금 역대최대,0
 개장시황  코스피    추가 재정부양책 기대감에   대 상승,0
코스닥    대 상승 출발     선 ,0
  월  일부터 순차 온라인 개학  온라인교육주 호재,0
 증시브리핑   증시  코로나   백신 기대감에 주요지수   대 상승,0
  일  코스닥 외국인 순매수상위에 제약 업종  종목,0
게임업계  신작 출시  이상무  테스트 사전예약  잇달아 ,0
주요 게임주  Q 실적  선방  전망 엔씨소프트 호조  기대 ,0
 시황종합     증시 훈풍 에 코스피      코스닥     회복,0
외국인 기관 물량 받아낸  동학개미운동  코스피     대 마감,0
 코스닥 마감 한풀 꺾인 코로나 공포    선 회복,0
 마감  코스피 코스닥 한달여만에     선    선 회복했다,0
 마감시황 코스피   거래일 연속 상승     선 회복,0
 속보  코스피     선  탈환  개인 기관  쌍끌이  순매수,0
코스피 상승폭 줄여     선   선물 하락세,0
 데스크칼럼  증안펀드 딜레마 은행이 대기업 주가 부양   ,0
 홍길용의 화식열전    조 증안펀드  조는 삼성전자에 ,0
코스피   대 상승     선 환율 급락,0
외국인  한국 증시 이탈에도 셀트리온은 샀다,0
