뉴스제목,주가변동
넷마블  될성부른 게임인재  떡잎 때부터 키운다,0
넷마블  게임인재 떡잎 때부터 육성한다,0
넷마블  미래 게임인재 양성  잰걸음 ,0
재계는 간판교체    독한 변신  새출발,0
 유가증권 메모     일  보통주추가상장 에이프로젠KIC 전환 ,0
점점 늘어나는 게임사 취업 노크 서포터즈 경쟁률도 치열해져,0
게임업계 별들 한자리 뭉쳤다,0
넷마블  융합장르  A  로 모바일 시장 판 바꾼다,0
 이데일리N  홍남기  소상공인 임대료 지원 등 경기대책 내주 발표   ,0
넷마블  신작  A  스틸얼라이브   월  일로 출시일 확정,0
넷마블  A  스틸얼라이브   월   일 출시,0
넷마블 야심작  A   스틸얼라이브   월   일 출격  확정 ,0
넷마블   A   스틸얼라이브  내달   일 정식 서비스,0
 사업 성공은 이름부터    변경의 경제학,0
 A   스틸얼라이브   핵심 재미  암흑출몰  미리 본다 CF 영상 공개,0
 마켓인사이트 코웨이 M A 때마다 등장하는  법률자문 키맨  임신권 김앤장 변호   ,0
끊임없는 투자와 시장 개척이 매출 성장 기업의 제  조건,0
게임업계도  코로나 공포  몸사린다,0
마블 히어로 두번째 게임 나온다,0
 게임    대신  시장 두드린다,0
 코로나   게임업계  유급휴가에 재택   확산 방지 총력,0
넷마블  게임인재 떡잎 때부터 육성한다,0
중국산이 점령한 모바일게임 시장   기업 반격카드는 ,0
넷마블   게임쇼  팍스 이스트 서 마블과의 신작 깜짝 발표,0
 뒷문도 닫힌다  중국  애플 앱스토어 게임도 판호 의무화,0
넷마블    게임쇼  팍스 이스트 서 마블과의 신작 깜짝 발표,0
NC 넥슨과 네이버 카카오  코로나   에 쉬거나 재택근무,0
넷마블    게임쇼 PAX EAST에서 마블과의 신작 깜짝 발표,0
넷마블 마블 손잡았다  게임쇼서 콜라보 신작 공개,0
넷마블    게임쇼서 마블과 신작 게임 깜짝 발표,0
넷마블  마블 히어로 게임 라인업 또 추가,0
넷마블   마블과 또      팍스 이스트서 신작 발표,0
엔씨  일간 유급 휴무   넥슨 넷마블 전사원 재택근무,0
엔씨 이어 스마일게이트도  일간 유급 특별휴가 실시,0
택진효과  게임사 유급 휴가 재택근무 이어져,0
위메프에  애플  뜬다 공식 인증 브랜드샵 오픈,0
위메프  애플 공식 인증  브랜드샵  열어  최대     할인 ,0
PC방 이벤트 취소  재택근무  유급휴가 게임사들  코로나    적극대응,0
위메프  애플 브랜드샵  내달  일 오픈,0
위메프  애플 공식 인증  애플 브랜드샵  오픈,0
위메프   애플 인증  리셀러 브랜드숍 연다,0
코로나   에 엔씨  사흘간 휴무 넥슨 넷마블은 재택근무,0
돌아온 사무라이 쇼다운 콜라보 넷마블  업데이트 실시,0
게임업계도 유급휴가 재택근무 결정 코로나   확산 방지,0
 한국은 지금 집에서 일한다    재택근무 확산,0
 뉴스체크 경제  게임업계도 재택근무 결정,0
엔씨소프트  코로나 성금    억 쾌척,0
넥슨 엔씨에 이어 넷마블도 코로나 성금   억 기부,0
넷마블 컴투스 모바일 게임 아이템  실물자산처럼 거래한다,0
 여기는 논설실   출근하지 마  코로나가 바꾼 근로 형태 재택근무 확산,0
넷마블  게임출시 일정 지연 목표가  KB,0
넷마블   일곱 개의 대죄  GRAND CROSS    챕터 메인스토리 업데이트,0
엔씨소프트 넷마블 하이트진로 벤츠  힘내라 대구 ,0
넷마블  신작 출시 지연 전작 매출액 감소   목표주가 ,0
넷마블   마블 퓨처 레볼루션  공개 마블 최초 모바일 MMORPG,0
게임업계 재택근무 연장 엔씨는 유급휴무 나흘 더,0
 마켓인사이트 배달의민족 티브로드 모멘티브    핫딜  주도한 회계법인 M A의    ,0
엔씨 폰게임   성시대  이익  조 보인다,0
코로나   사태 악화로 ICT 업계 재택근무 장기화,0
 통 큰 택진이 형    엔씨  코로나  에 유급 휴무 연장,0
넷마블     팍스 이스트 서 모바일 RPG  마블 퓨처 레볼루션  공개,0
출장 미팅 사라지고 재택근무 화상회의 증가   코로나  가 바꾼 근무환경,0
 코로나   확산  엔씨 유급휴무 넷마블 넥슨 재택근무 연장,0
넷마블   게임쇼  팍스 이스트 서  마블 퓨처 레볼루션  첫 공개,0
넷마블  마블 히어로 등장하는 RPG  마블 퓨처 레볼루션  공개,0
코로나   습격에 재택근무 확산 협업툴 IT 기업도  착한 임대  동참,0
코로나  에  집콕  게임  사볼까,0
넷마블  신작  마블 퓨처 레볼루션  발표  다시  레볼루션  ,0
  일  외국인 거래소에서 셀트리온         LG화학         등 순매   ,0
코로나에  집콕   지붕 뚫었다,0
  외자판호 갑자기 석달째 스톱  깜깜이 행정  속타는 업계,0
코로나  에 게임주  활짝 ,0
올들어 공매도     조 작년보다     늘었다,0
 넷마블   대죄 글로벌 성과  유의미   Q 반등  전망  ,0
코로나 걱정  신작 언택트 효과까지 넷마블 주가   ,0
NH   넷마블  신작 라인업 공개로 실적 회복 구간 진입 예상 ,0
넷마블   일곱개의 대죄  등 신작 출시 성과 기대 NH,0
매도 행진 멈춘    삼성 KT G SKT 담았다,0
코로나  로 집에만 있었더니   재택근무  게임  올랐다,0
신작에 언택트 효과 넷마블 주가  쑥 ,0
구글   웨이모  투자유치 성공 자율주행차 관련주 급등,0
넷마블  신작 출시 기대감 커져 NH,0
 클릭 e종목  넷마블  신작 코로나   효과   목표가   ,0
넷마블  신작 출시 효과 톡톡 NH,0
넷마블스토어  신학기 맞이 문구상품 할인 행사,0
 레이더M  빅히트 IPO 주간사 혈전 씨티 탈락  이변 ,0
넷마블  캐릭터 매장  넷마블스토어  신학기 맞이 이벤트 실시,0
코로나사태에  집콕   주가  고공행진 ,0
회사는 재택근무   IT CEO는   출근 재택 병행  원격 근무 이상   ,0
 넷마블스토어   신학기 맞이 기념 이벤트 실시,0
넷마블  신작  일곱개의 대죄  해외 흥행 목표가  하이,0
하이투자   넷마블  글로벌 경쟁력으로 본격 성장 ,0
과천 지식정보타운 지식기반산업용지   차 분양 나선다,0
 넷마블  신작 일곱개의 대죄 글로벌 순항 중    목표주가 상향,0
넷마블 신작 효과 실적 기대  목표주가 상향,0
넷마블  빅히트 상장 기대감도 주목  목표가  하이,0
넷마블  방준혁 이사회 의장 재선임  임기  년 연장 ,0
넷마블  방준혁 의장 재선임   임기  년,0
새 봄엔 새 게임  신작  벚꽃대전   강 격돌,0
넷마블  A   스틸얼라이브  출시 D     암흑침공  영상 공개,0
넷마블  일곱 개의 대죄     출시 일주일만에 매출   위 올라,0
넷마블  해외 국내 쌍끌이 흥행 노린다  A   사전다운 애플  위,0
넷마블  A   스틸얼라이브   사전 다운로드 시작 앱스토어 인기  위,0
넷마블  A   출격    게임 자존심 지킬까,0
넷마블  A   스틸얼라이브  사전 다운로드만으로  위   최고 기대작 입증,0
넷마블  A  스틸얼라이브   사전 다운로드 지원 출시 D  ,0
넷마블의   대죄    앱스토어 흥행  청신호 ,0
넷마블  A   스틸얼라이브  D   사전 다운로드 시작,0
넷마블   A   스틸얼라이브  사전 다운로드 시작,0
 배틀로얄 MMORPG  기대작  A   스틸얼라이브  사전 다운  돌입 ,0
 단독  본격 상장 속도 내는 크래프톤  사모펀드도    억 베팅,0
넷마블  신작  A   스틸얼라이브  출시 임박 기대 DB,0
  일 모바일할까 웹게임할까  A    뮤이그니션   출시  예고 ,0
 A   스틸얼라이브   배틀로얄 앞세워 모바일 MMORPG  새바람 ,0
  일  외국인 거래소에서 TIGER              삼성물산          ,0
접속만해도 고급 아이템이 팡팡팡  게임업계 화이트데이 이벤트 풍성,0
넷마블  리니지  레볼루션   최고레벨           상향 업데이트,0
화이트데이  사탕보다 게임 아이템,0
 넷마블     이상 상승  주가   일 이평선 상회  단기 중기 이평선 역배열,0
 공포가 덮쳤다   코스피 코스닥 사상 첫 동시 거래정지,0
넷마블  리니지  레볼루션   레벨 상향 PK서버  예고 ,0
 넷마블  신작 흥행 확인  분기 실적 개선 ,0
현대차   넷마블  신작 흥행이 주가 방향 결정할 것 매수의견 ,0
국내증시  대폭락  검은 금요일 장 장중    급락세,0
넷마블  신작 흥행 성과  기대감  현대차,0
CJ ENM   Q 실적 전망치      이베스트투자증권,0
넷마블  신작 기대감 반영되는 시점 현대차,0
  일  거래소 외국인 순매수상위에 의약품 업종  종목,0
넷마블  블레이드   소울 레볼루션   아시아시장 출시 티저 사이트 개설,0
 블레이드 소울 레볼루션  아시아 출격  장전  티저 공개,0
신작 흥행 넷마블  하락장서도  꿋꿋 ,0
 해보니 편하네  코로나  에 비대면 소비 증가 식품 게임  ,0
 AI 시대에 한발 늦은 한국 제조업 기술에 특화한  선택과 집중  필요 ,0
 미국 증시 또 급락  자산 양극화 뚜렷해질 것 ,0
  일  외국인 거래소에서 TIGER MSCI Korea TR          K   ,0
 CJ ENM      이상 상승  안 좋은거 팩트  싼 것도 팩트    이베스트   ,0
넷마블  A  스틸얼라이브   양대 마켓 매출 톱  등극,0
넷마블  A  스틸얼라이브  구글 매출  위 찍었다,0
넷마블   A   스틸얼라이브  양대 마켓 매출  위권 진입,0
방준혁 야심작  A   스틸얼라이브  흥행에 넷마블 모바일 들썩 종합 ,0
 A   스틸얼라이브  구글 매출  위   리니지 형제 만 남았다 ,0
넷마블 야심작 A   출시  주일 만에 리니지 아성 위협,0
네이버    일까지 연장    IT업계 재택 언제까지  ,0
기업 가치  조원     BTS 키운  빅히트 에 남은 과제는,0
패닉장세에 대박난  인버스 펀드 ,0
 유가증권 메모     일  보통주추가상장 넷마블 스톡옵션 행사 ,0
 영끌 했던 개미들  주식 오르자  삼성전자 부터 던졌다,0
넷마블        대한민국 브랜드스타  게임 부문  위   년 연속 ,0
  게임    공세에도 모바일 게임 시장 지켰다   엔씨 국내 퍼블리셔  위,0
넷마블        대한민국 브랜드스타  게임부문  년 연속  위,0
국내 모바일게임 매출  위는 엔씨소프트 넷마블 넥슨 뒤이어,0
HDC현대산업개발  마스크 주총  이형재 신규 사내이사 누구 ,0
  일만에  팔자  돌아선 개미 삼성전자     억 던졌다,0
넷마블  대한민국 브랜드스타  게임업계  년 연속  위,0
엔씨소프트  지난해 국내 모바일 퍼블리셔  위,0
넷마블        대한민국브랜드스타  게임업계  년 연속  위,0
급등장에   일 만에  팔자  돌아선 개미  삼성전자     억원 던졌다,0
 게임유저   리니지M 에서 돈 가장 많이 쓴다,0
 클릭 e종목  CJ ENM   분기 모든 부문서 코로나 영향 받아 ,0
넷마블   블레이드 소울 레볼루션      개국 사전등록 실시,0
코로나가 바꿀 세상 폭락장서  역주행 한 종목 보면 안다,0
배경은 깔끔  소음은 없게  인터넷 잘 되는지 꼭 체크,0
넷마블 권영식 대표  코로나 영향에도 글로벌 경쟁력 강화 ,0
넷마블 첫 콘솔 도전작  세븐나이츠 타임원더러 ,0
 이데일리N  코로나  에 소비자심리지수 최대 폭 하락    금융위기 수준   ,0
SPC그룹  계열사 새 수장에 황종현 안지용 선임 종합 ,0
 마켓인사이트 호반건설  액면분할로 IPO 준비  연내 상장은 고민중,0
방준혁  넷마블 GO ,0
넷마블 권영식 대표  코로나사태 장기화 대비 시스템적 준비에 만전 ,0
넷마블  올해 융합장르 IP 활성화로 코로나   극복하고 글로벌 노린다 ,0
넷마블 권영식  코로나 장기화 대비 사업 차질 없게 만전 ,0
권영식 넷마블 대표  융합장르 개척으로 글로벌 사업 경쟁력 강화 ,0
 주총  넷마블   장르 융합으로 코로나   극복할 것 ,0
넷마블 권영식 대표  글로벌 경쟁력  강화  융합장르 개척 자체 IP 활성화 노력   ,0
권영식 넷마블 대표  코로나   위기 융합장르  IP경쟁력으로 극복할 것 ,0
  재택근무 연장 연장 연장  네이버   월  일까지 또 ,0
증시 반등 주목받는  인터넷 게임  ,0
 출근길  IT 게임기업  주총 데이   대표들 줄줄이 재선임,0
 코웨이 인수  방준혁 넷마블 의장 임기 연장,0
LG전자  전자상거래 현대차  모빌리티 신사업 가속페달,0
김택진 엔씨 대표 작년 연봉   억 전년 대비     줄어,0
 코스피  넷마블     년 매출액  조     억원  영업이익     억원  연   ,0
방준혁 넷마블 의장  지난해 보수   억     만원,0
코웨이 배당성향    로 뚝,0
증권가  상장사  분기 영업익 전망치 무더기 하향,0
코로나  에도 반등   주목받는  게임  ,0
씽크빅이 다시 얼굴로 새도약  웅진 ,0
이해선  넷마블서 코웨이 새출발  글로벌 지속성장,0
IT업계  언택트 채용  확산 SKT 통신업계 최초 도입,0
김택진 대표  올해도   억원으로  연봉킹    전문경영인은 권오현   억원,0
 새출발  코웨이 이해선     년 연속   조 클럽  순항할까,0
글로벌 흥행작   대죄  개발사 퍼니파우  넷마블펀  재탄생 ,0
코웨이 정수기   분기    대 브랜드 뽑혀,0
게임업계  신작 출시  이상무  테스트 사전예약  잇달아 ,0
주요 게임주  Q 실적  선방  전망 엔씨소프트 호조  기대 ,0
코웨이   분기  대한민국    대 브랜드  선정,0
코웨이 정수기   분기 대한민국    대 브랜드   위 선정,0
넷마블 자회사 잼시티   디즈니  IP 퍼즐게임   출시,0
 넷마블  게임사업 재시동  Q 신규게임 효과 본격 반영 ,0
코웨이 정수기  올해  분기  대한민국    대 브랜드  선정,0
 엘사랑 지니가 한 곳에    넷마블   자회사 잼시티   디즈니 이모지 블리츠    ,0
코웨이   대한민국    대 브랜드  선정,0
넷마블 자회사 잼시티   디즈니 이모지 블리츠  일본 출시,0
CJ ENM  스튜디오드래곤 지분 일부 처분은 양사 윈윈 하이,0
 다시 회사로   IT업계  재택근무 속속 해제,0
CJ ENM  스튜디오드래곤 지분 블록딜  윈윈   하이투자증권,0
 이때 투자했다면  게임업종  상승세  눈길 ,0
   대 기업   분기 만기도래 회사채   조  한전 최다,0
넷마블문화재단  게임아카데미  기 모집,0
   대 기업   분기에 갚을 회사채   조원 한전 두산중공업 최다,0
국내    대 기업   분기 만기도래 회사채   조원 육박,0
   대 기업   분기 만기도래 회사채   조원 육박,0
두산계열 알짜매물 매각 시작되나  M A 시장 눈독,0
넷마블   분기도 국내외 신작  대기  외형성장  지속 ,0
국내    대 기업   분기 만기도래 회사채   조 육박,0
 클릭 e종목  넷마블  신작 모멘텀 더 강해질 것 ,0
   대 기업   분기에 갚을 빚   조    한전  조    억 최다,0
코로나  가 바꾼 일상 언택트 가 뜬다,0
넷마블 자회사 잼시티   디즈니 이모지 블리츠  일본 출시,0
 마켓인  위기를 기회로  코로나  에도 보폭 넓히는 사모펀드,0
외인   거래일 연속 매도세 역대  번째 최장기록,0
   대 기업  연말까지 만기도래 회사채   조원  분기에     몰려,0
올해    분기 만기도래 회사채   조원    분기에만    ,0
코로나    자금난 현실화되나     대 기업  분기 만기도래 회사채   조원 육   ,0
넷마블  신작 모멘텀 강해진다 IBK,0
집콕에 신난 게임   닌텐도 주가 한달새     뛰어,0
넷마블   A   스틸얼라이브  배틀로얄 프리시즌 리그 개최,0
넷마블  A   스틸얼라이브   배틀로얄 리그 프리시즌 개최,0
넷마블  마구마구       시즌 업데이트,0
토종 모바일게임  왕좌의 귀환  구글플레이 매출 장악,0
 게임   애들 장난이 아니네     호재 만발에  함박웃음 ,0
증시 여전히 마이너스인데 게임 는 달랐다,0
    억 투입되는  홍릉 의료 바이오산업지구   강북의 테크노밸리 될까,0
 집콕 하니 게임만 글로벌 게임   훨훨 ,0
 더블딥 온다  인버스로 몰려가는 동학개미들,0
    동학개미 바이오 정치테마로  환승    하락 베팅도 ,0
 재택 근무  해제 돌입한 판교의 ICT 기업들,0
아마존 넷플릭스 주가 사상최고 미국 증시는 언택트  열풍  한국에선 누구 ,0
코로나 확산 주춤  IT업계들 단계적 출근제 전환,0
넷마블   A   스틸얼라이브  G마켓과 콜라보 이벤트 실시,0
넷마블  코로나   재택근무 끝 주  일 출근제로 전환,0
네이버 넷마블 주   회 출근 재택근무 병행한다,0
A  세븐나이츠 로 제 전성기  넷마블 ,0
네이버 NHN 넷마블 내주    일 출근 IT업계  출근 체제  시험,0
삼성전자  SK하이닉스  현대차 산 개미들 돈 벌었네,0
넷마블    일부터 주  일 출근  일 재택  전환 ,0
 PC서 모바일로  게임 무게중심 이동,0
넷마블  주 일 출근제로 전환,0
 코로나    넷마블  주  일 출근제로 전환,0
넷마블  재택근무서  주 일 출근 으로 전환,0
G마켓  넷마블 인기 게임 특별 패키지가    원 ,0
G마켓  넷마블 게임  A   스틸얼라이브  특별 패키지가    원,0
G마켓  넷마블 게임  A   스틸얼라이브  특별 패키지가    원,0
G마켓  넷마블 게임  A  스틸얼라이브  특별 패키지    원 ,0
IT 업계  재택근무 마치고 출근 체제 시험,0
코로나  에  신작 카드  꺼내는 컴투스 선데이토즈,0
넷마블  A  스틸얼라이브   e스포츠 시범종목으로 채택,0
IT 게임업계  정상업무 복귀 준비 재택 분산 출근,0
넷마블 북미 자회사 카밤  액션 RPG  디즈니 미러 가디언즈  개발,0
외국인    거래일 연속 매도 끝 어떤 종목 사고 팔았나,0
넷마블 자회사 카밤  디즈니와 협업해 액션 RPG 만든다,0
 디즈니 캐릭터 게임 속으로  넷마블 자회사  디즈니와 RPG게임 개발,0
경기 부진한데 증시는 반등    일  주목해야 하는 이유,0
넷마블 북미 자회사 카밤  디즈니와 액션 RPG 개발중,0
넷마블   자회사 카밤   디즈니 미러 가디언즈  개발 중,0
코로나   뉴노멀 수혜주   게임 웹툰  방구석   진단 백신  바이오  ,0
넷마블 북미 자회사 카밤  시작  디즈니 미러 가디언즈  개발,0
넷마블 자회사 카밤  디즈니와  디즈니 미러 가디언즈  개발,0
넷마블 북미 자회사 카밤  디즈니와 액션 RPG  디즈니 미러 가디언즈  개발 중,0
 유가증권 주간메모   월   일 월     월   일 금 ,0
김앤장   단위 대형거래 법률자문 담당,0
삼일회계법인   위와 회계자문 건수  배 ,0
  Leadership 클래스   직접 인재 스카우트  칸막이 없이 융합  개발필   ,0
방준혁 의장의 글로벌 파이오니어 꿈  현실화 빨라진다,0
     년 업종별  법인세  분석   게임 Ent사  기생충  대박 터뜨린 CJ   ,0
 마블 퓨처파이트 에서  블랙위도우  미리 만난다,0
  대 상장사 연봉 인상률  위  셀트리온         TOP 는 ,0
  대 상장사 중 작년 직원연봉 인상률  위는  셀트리온 ,0
직원연봉 인상률  위는 셀트리온    바이오 강세,0
 진화하는 게임업계   넷마블  세계시장 공략  블소 레볼루션   스톤에이지M     ,0
  대 상장사 직원연봉 인상률 TOP     위  셀트리온        ,0
  대 상장사 직원연봉 인상률  위는 셀트리온        ,0
시총 top   중 작년 연봉 가장 많이 오른 회사는,0
본회의 앞두고 속타는 케이뱅크  인터넷은행법은 재벌특혜 아냐 ,0
넷마블  마블 퓨처파이트    주년 기념 대규모 이벤트 실시,0
네이버  언택트 바람 타고  황제   독주,0
환산주가  위 네이버  언택트 바람 타고  황제주  독주,0
넷마블 일곱개의 대죄 그랜드 크로스  북미 앱스토어 Top  진입,0
모바일 MMORPG  리니지  레볼루션   최상위 장비 LR등급 등장,0
  일  거래소 외국인 순매수상위에 서비스업 업종  종목,0
 TF매매동향  외인   카카오  담고  삼성전자  팔았다,0
정부  게임 수출     조 육성  불경기에 끄떡없는 산업  종합 ,0
 마켓인사이트 웅진그룹  도서물류 자회사 북센 사모펀드 센트로이드에 매각,0
 앞으로가 더 기대  게임  춤추네,0
 린저씨  덕에 신고가 찍은 엔씨소프트  주가 더 오를까,0
나홀로 증시 떠받치는 개미   외국인이 사들인 종목도 있다 ,0
코스피     선 후퇴 외국인 기관     억 순매도,0
CJ제일제당  장시작 후 꾸준히 올라           외국인 기관 동시 순매수    ,0
엔씨소프트   리니지 신화  모바일 시장 독주 체제 종합 ,0
넷마블  상승흐름 전일대비          외국인       주 순매수 중,0
실적  더블   택진이형 연봉    억 찍고  얼마 ,0
 넷마블 넥슨 엔씨  게임 빅   개학 연기에 오히려  화색 ,0
게임주 IP 신작 효과  넥슨 계열사 엔씨소프트 주가   ,0
 넷마블     이상 상승  단기 중기 이평선 정배열로 상승세,0
경기 회복시기 연기 우려 코스피     선 간신히 유지,0
 택진이형  올해만 평가익  천억   실적 날개 단 게임 ,0
코로나 특수  게임주  호실적에  신고가  랠리,0
넷마블   분기 마케팅비  영업익          분기 개선  종합 보 ,0
  일  기관 거래소에서 삼성SDI          KODEX 레버리지         ,0
아시아나 감사 때 이례적  한정 평가 회계개혁 화두 던져,0
넷마블  분기 영업익        신작 효과 지연 마케팅비 부담 ,0
넷마블   분기 영업익    억   분기 해외 시장 기대  종합 ,0
집에서  따로 같이 놀기  확산에 게임사  훨훨 ,0
언택트 시대 잡았다 K게임 최고 실적으로 정부 기대 부응,0
신작 마케팅에 허리 휜 넷마블  영업익        급감 ,0
넷마블  마케팅비용 증가로  Q 영업익        분기 턴어라운드  종합 ,0
넷마블   분기 상당한 턴어라운드 기대 ,0
넷마블   분기 매출     억 영업익    억,0
 넷마블컨콜   분기 마케팅비 줄 것  세나  IP간 시장 잠식 우려 없다,0
코스피  전약후강 속     선 돌파  차 전지주 강세,0
넷마블   분기 매출 늘었지만 영업익은        뚝  상보 ,0
  일 장 마감 후 주요 종목 뉴스,0
넷마블   분기 영업익    억 전년비       ,0
  분기 영업이익 상당한 턴어라운드 기대  넷마블 컨콜,0
