뉴스제목,주가변동
  일 장 마감 후 주요 종목뉴스,0
 리니지 M  흥행에  엔씨  작년  분기 매출     증가,0
 블레이드 앤 소울 모바일  중국서 특히 흥행 기대  엔씨소프트 컨콜,0
 국내 서비스 성황 해외 진출 위한 인력 활용 제한적  엔씨소프트 컨콜,0
 줌인 이종목  펄어비스  신작게임 모멘텀 기대,0
 신작  따라 대박 vs 쪽박 갈린 게임주,0
블록체인  구독경제  게임업계  새 먹거리로 도약 ,0
상법 개정에  주총 대란  현실화 공시누락 기업 속출,0
상법 등 개정에  주총 대란  현실화 필수정보 공시누락 기업 속출,0
  일  외국인 거래소에서 카카오         엔씨소프트         등 순매   ,0
코로나  에 눌린 올  분기 상장사 실적 역성장 우려,0
체시스  주가 반등 현재는           이평선 역배열 상황에서 반등 시도,0
한국정보보호최고책임자협의회   제   차 CISO 포럼  및 기념식   일 개최,0
국민연금    투자기업  이사보수 한도대비 평균 절반 지급,0
한국정보보호최고책임자협의회   제   차 CISO 포럼  개최,0
일성건설  상승출발 후 현재           이 시각 거래량   만    주,0
 엔씨소프트     이상 상승  상상 그 이상이었던 리니지 저력   한화투자증권    ,0
엔씨소프트  전일대비       상승    이 시각   만    주 거래,0
국민연금    이상 투자기업  이사보수 한도 대비 평균       지급,0
국민연금 투자기업 중  이사보수 한도      이상 준 곳들은,0
 fnRASSI 엔씨소프트            주 신고가 경신          ,0
 엔씨소프트    주 신고가 경신  상상 그 이상이었던 리니지 저력   한화투자증   ,0
국민연금   이상 투자기업  이사보수 한도        지급,0
국민연금이 투자한 기업들  이사 보수로 한도의       지급,0
엔씨소프트  글로벌 시장 공략 시동   년만에 북미 최대 게임쇼 E  참가,0
코로나 확산에 변동성 커져   대형  위주 접근을 ,0
코로나  에 휘청인 코스피  추가 하락에 대비 ,0
  만원 찍은 엔씨소프트    리니지M으로  분기 이익 급증 ,0
 fnRASSI MH에탄올  창해에탄올 등   종목   주 신고가 경신,0
 돈되는 보고서 증시 흔들려도  My way  외칠  형제는 ,0
 특징주  엔씨소프트  실적기대감에   만원 안팎,0
올해     오른 엔씨    만원도 돌파 언제까지 오르나,0
 코로나   새 국면 생활 양식 변화 관련주 주목  한국투자증권,0
증시 단기 약세 국면   개 대장주를 잡아라,0
 클릭 e종목  엔씨소프트  올해  분기 실적 서프라이즈 기대 ,0
정유 저가항공       면세점       화장품     ,0
주총서 큰손 타깃될 상장사  사외이사선임  반대표 많았다,0
 특징주  실적 기대감 커지는 엔씨소프트  장 초반 강세,0
 I 리포트  엔씨소프트  실적 서프라이즈 기대 이베스트 ,0
게임업계 별들 한자리 뭉쳤다,0
 공포에 사라   코로나 공포  이기는 종목 찾기,0
코로나  로 변동성 커진 증시  게임 건기식  주목  이슈  ,0
 굿모닝 증시   증시  코로나   금리 인하 견제 발언에 흔들,0
 빅데이터로 본 재테크   G 반도체  차전지 깜짝실적 에 눈길,0
부산 소년 소녀  MIT 학생 선생님을 만나다,0
엔씨소프트  코로나   확산에   일간 전직원 유급 특별휴가 ,0
한국 간판기업 법인세  반토막  올해  세수 쇼크  현실로 닥쳤다,0
 게임    대신  시장 두드린다,0
 코로나   게임업계  유급휴가에 재택   확산 방지 총력,0
 통큰  김택진  엔씨소프트 전직원에 유급휴가  일,0
엔씨소프트  리니지 M    월  캐릭터 서버 이전  이벤트 연다,0
 블레이드 소울  언리얼  업그레이드 프론티어월드 오픈,0
NC 넥슨과 네이버 카카오  코로나   에 쉬거나 재택근무,0
코로나에도 외국인이 사들이며 웃는 주식있다,0
엔씨  일간 유급 휴무   넥슨 넷마블 전사원 재택근무,0
펄어비스  다음 달  일까지 재택근무 대상 확대,0
엔씨소프트 연세대  한국어 AI 데이터 구축 위한 공동 수업,0
코로나   영향  손바닥 세상은  게임이 대세,0
엔씨 이어 스마일게이트도  일간 유급 특별휴가 실시,0
엔씨소프트 연세대  한국어 AI 데이터 구축 위한 공동 수업 개설,0
엔씨 연세대  한국어 AI 데이터 구축 공동수업 개설,0
엔씨소프트  콘솔 PC 플랫폼 신작  퓨저  공개,0
택진효과  게임사 유급 휴가 재택근무 이어져,0
 코로나    심각   재택근무 움직임 확산 누구에겐 먼 나라 이야기,0
엔씨소프트  콘솔 신작  퓨저  공개 올 가을 북미 유럽 론칭,0
PC방 이벤트 취소  재택근무  유급휴가 게임사들  코로나    적극대응,0
 오뉴스  코로나에 집콕  층간소음 분쟁 폭증,0
 나만의 음악을 만든다    엔씨   서 콘솔 PC 신작  퓨저  공개,0
엔씨소프트 콘솔 PC 플랫폼 신작  퓨저      팍스 이스트 서 공개,0
엔씨  북미 유럽향 음악게임  퓨저  팍스이스트서 공개,0
엔씨  콘솔 PC 신작 게임  퓨저  미국서 공개,0
코로나   에 엔씨  사흘간 휴무 넥슨 넷마블은 재택근무,0
블레이드   소울  신규 독립 서버  프론티어 월드  오픈,0
리니지 M  내달  캐릭터 서버 이전  이벤트 진행,0
 한국은 지금 집에서 일한다    재택근무 확산,0
 뉴스체크 경제  게임업계도 재택근무 결정,0
  일  거래소 외국인 순매수상위에 서비스업 업종  종목,0
웃음 꽃 핀 게임주   곳 신고가 사례,0
엔씨소프트  시총   조원 돌파 KB금융 신한지주 넘어서나,0
실적의 힘 코로나 조정장서도 신고가 속출,0
외국인  일 만에 증시 귀환 삼성전자 다시 담았다,0
 회사는 재택근무를 휴가로 생각하나  불만 속출   코로나 사태에도 출근문화  여   ,0
  깜짝 빅컷에  환차익 기대    외인  거래일만에 코스피 복귀,0
 코스피 마감 정책 공조 기대에   대 반등  외국인 순매수 전환,0
조이시티    주 신고가 신작  블레스 모바일  기대감,0
삼성에스디에스  전일대비        장중 반등세    이평선 역배열 상황에서 반   ,0
 특징주 엔씨소프트   분기 어닝서프라이즈 전망에 신고가,0
 엔씨소프트     이상 상승  단기 중기 이평선 정배열로 상승세,0
엔씨소프트  상승출발 후 현재           이 시각 거래량  만    주,0
 특징주 엔씨소프트   분기 어닝 서프라이즈 전망에 신고가 기록,0
엔씨소프트    주 신고가 경신 장중 한때   만    원,0
 fnRASSI 엔씨소프트            주 신고가 경신          ,0
코스피 장중   대 상승  외국인      억대  매수,0
 특징주 집콕 게임주  강세  엔씨소프트  또   주 신고가,0
 특징주  엔씨소프트  코로나   수혜 전망에   주 신고가 경신,0
  주 신고가 기록한 엔씨소프트  이유가,0
코로나에  집콕   지붕 뚫었다,0
코로나  에 게임주  활짝 ,0
 코스피 마감 코로나 확진자 증가세 둔화    대 상승,0
 엔씨소프트    주 신고가 경신  전일 외국인 대량 순매수,0
  스타전략  미 증시 급등으로 저항라인 돌파가능 ,0
 코로나 극복하자  엔씨소프트  전국 PC방 사업주      지원,0
 코로나   에도 시장 이기는 주도주는 IT 위기에 강한 헬스케어,0
엔씨  PC방 이용요금          지원 강화,0
엔씨소프트  PC방 사업주 추가 지원 결정  월 한달 이용료 무료,0
엔씨   코로나   장기화 에  월 전국 PC방 사업주 추가 지원,0
 엔씨소프트   Q 호실적  리니지 M  매출 트래픽 급등 ,0
 넷마블   대죄 글로벌 성과  유의미   Q 반등  전망  ,0
 엔씨소프트  코로나   장기화로 리니지 IP 게임 매출 호조   목표가  ,0
 빅데이터MSI 시장심리 톱   대한항공 엔씨소프트 하이트진로 농심 SKC,0
 엔씨소프트  수익창출 능력 돋보이는 시기   목표가   메리츠증권,0
 클릭 e종목  엔씨소프트  위기에 돋보이는 안전자산  목표주가  ,0
코로나  로 집에만 있었더니   재택근무  게임  올랐다,0
엔씨   월 전국 PC방 사업주 이용 요금      지원,0
구글   웨이모  투자유치 성공 자율주행차 관련주 급등,0
엔씨소프트  코로나   사태로 더 돋보여 메리츠 ,0
코로나사태에  집콕   주가  고공행진 ,0
 코로나 직격탄 맞은 소상공인 살리자 ,0
넷마블  신작  일곱개의 대죄  해외 흥행 목표가  하이,0
 빅데이터MSI 시장심리 톱   이마트 현대차 엔씨소프트 GS리테일 SK네트웍스,0
 코로나     수급 주도  외국인  변동장에서도 골라 산 종목은 날았다,0
 Money   Riches  코로나 공포 증시 덮쳤지만 반등 노리는 알짜  골라   ,0
코로나 확산에 쏟아지는 재계 지원,0
 넷마블  신작 일곱개의 대죄 글로벌 순항 중    목표주가 상향,0
넷마블  빅히트 상장 기대감도 주목  목표가  하이,0
  일  거래소 기관 순매수상위에 전기 전자 업종  종목,0
 사무실 안 가도 가능할까  코로나  로 눈앞 성큼 다가선  재택근무 ,0
코스피      선으로 후퇴 코로나   유가 공포에  털썩 ,0
 빅데이터MSI 시장심리 톱   이마트 셀트리온 네이버 SK이노베이션 엔씨소프트,0
 조현아  오너경영 안 된다 해 전문경영인 독립 이사회가 답 ,0
폭락장서 그래도  믿을맨 은 실적개선 ,0
코스피    증시 폭락에도 상승  트럼프  경기부양책 기대 ,0
코로나 쇼크에도  코스피      때보다 더 오른 종목은,0
 특징주  시총상위   코스피 하락에도 주가  혼조 ,0
넷마블  A   출격    게임 자존심 지킬까,0
 단독  본격 상장 속도 내는 크래프톤  사모펀드도    억 베팅,0
매도 행렬 외인  삼성전기 한진칼은 샀다,0
 게임 인터넷  코로나에도 선방할 듯  엔씨소프트 성장 기대 ,0
증시 바닥론  솔솔   아직은 신중 ,0
  일  외국인 거래소에서 삼성전자         LG화학         등 순매   ,0
  일  기관 거래소에서 삼성전자         KODEX    선물인버스 X     ,0
 종합  코스피   코로나   팬데믹  선언에 폭락 마감  년  개월만 사이드카    ,0
WHO 늑장 대처에  증시 패닉  코스피  사이드카  덕에     선 사수,0
코로나  에  E  도 취소 엔씨 펄어비스  글로벌 전략 수정 불가피,0
넷마블 기대작  A   스틸얼라이브  국내 시장 본격 공략,0
증시 우군 연기금  업종 대표주 및 바이오 집중매수,0
  일  기관 거래소에서 삼성전자          SK하이닉스         등    ,0
  일  외국인 거래소에서 삼성전자          현대차         등 순매   ,0
삼성전자 향한 외국인의 공습    조 순매도 중 절반 차지,0
     내준 코스피 서킷브레이커 사이드카 발동,0
폭락장서 IT 대형주 쓸어담았다 연기금    년여만에 최대 순매수,0
 롤러코스터 증시  코스피 하루    급등락 후     선 마감,0
연기금 구원투수 등장 증시 낙폭 축소      선  회복,0
코스피 급락에 신저가 무더기 속출 총    곳,0
 금융위원장  차관  법원장  고검장    기업 신임 사외이사  역시 관료 대세,0
코스피  오후 들어 낙폭 축소 장중     선 회복,0
시총상위   시장 패닉에 일제히  급락 ,0
  일  외국인 거래소에서 삼성전자         현대차         등 순매도,0
  일  거래소 기관 순매수상위에 서비스업 업종  종목,0
    일 맞은  리니지M   이벤트 프로모션  풍성 ,0
 코로나    IT업계  언택트  확산 ICT로  디지털 전환  드라이브,0
코로나  에  방콕족  늘어나 이때다  게임주  코스피     빠질 때 엔씨 엔씨   ,0
코스피    부양책에도 시큰둥     선  코스닥   대 반등,0
대한민국은 재택근무 중,0
KB증권  공매도 금지 조치 이후 숏커버링 활발해질 수 있다 ,0
게임 IT업계  재택근무 연장하기로,0
  일  외국인 거래소에서 삼성전자          삼성전자우         등    ,0
  일  기관 거래소에서 KODEX    선물인버스 X          삼성전자    ,0
 삼성전자 사자  개미들 또 매수 행렬,0
 AI 시대에 한발 늦은 한국 제조업 기술에 특화한  선택과 집중  필요 ,0
한국 기업의 미래   마곡 송도 판교 용인 에 있다,0
증시 급락에 시총상위   주르륵  삼성전자 장중    ,0
넵튠  보유 주식 가치    억 넘는데 시총은    억대  코로나   역풍 ,0
급락장세  대장주 및 재무안정성 높은 종목 집중  메리츠 ,0
  일  거래소 기관 순매수상위에 서비스업 업종  종목,0
  일  거래소 외국인 순매도상위에 전기 전자 업종  종목,0
엔씨소프트   리니지  플랫폼 다변화   퓨저로 음악게임 열풍 K게임  글로벌 공   ,0
 개미의 힘  개인 매수세에 증시 반등,0
 엔씨소프트     이상 상승  코로나 영향 거의 없는 엔씨마저  과매도 판단     ,0
엔씨소프트  전일대비       상승    외국인        주 순매도,0
대기업 사추위  독립성 확보    명 중  명 기업 우호 인사 ,0
코로나  에 시총   조클럽   개  올들어  개   SK LG 하나금융 제외,0
 자연합  ISS 조원태 연임 찬성은 객관성 상실한 편향된 결정 ,0
 조원태 회장 손들어준 ISS 지배구조원  객관성 상실 ,0
사외이사 독립성 확보한다면서 사측 인사로 채워진 사추위,0
 엔씨소프트   분기 실적은 대호조 전망    매수  ,0
 I 리포트  엔씨소프트   분기 호실적 전망 매수 이베스트,0
엔씨소프트   분기 실적 대호조 예상 이베스트투자증권,0
 전대미문  코로나 타격  새 시장 신사업으로 넘는다,0
위기때마다 바뀐 주도  코로나 지나면 언택트  뜨나,0
 토종 게임 자존심  리니지 M의 이유 있는 흥행,0
리니지 M    일까지 캐릭터 서버 이전 실시  계정당  회 제한,0
엔씨    일부터  리니지 M  캐릭터 서버 이전,0
김택진 엔씨소프트 대표  올해 화두는 해외와 콘솔 글로벌 종합게임기업 도약 ,0
김택진 엔씨 대표  글로벌 종합게임기업으로 성장할 것 ,0
엔씨 김택진  올해 글로벌 진출에 역량 집중 ,0
엔씨  리듬게임 출시한다 콘솔 PC 플랫폼 신작  퓨저 ,0
 영끌 했던 개미들  주식 오르자  삼성전자 부터 던졌다,0
 주총  김택진 엔씨 대표   리니지 M 들고 글로벌 개척한다 ,0
엔씨소프트 이사보수 한도    억으로 상향,0
엔씨 김택진  글로벌 진출에 역량 집중 콘솔 신규 장르 게임 준비 ,0
  게임    공세에도 모바일 게임 시장 지켰다   엔씨 국내 퍼블리셔  위,0
리니지 M  캐릭터 서버 이전 개시,0
김택진 엔씨 대표  글로벌 시장 진출에 회사 모든 역량 집중 ,0
국내 모바일게임 매출  위는 엔씨소프트 넷마블 넥슨 뒤이어,0
엔씨  신작게임 앞세워 올 해외시장 공략 총력 ,0
  일만에  팔자  돌아선 개미 삼성전자     억 던졌다,0
코로나 수혜주 껑충  시총 상위권 지각변동,0
김택진  글로벌 종합게임기업 성장 콘솔 새 장르 게임 개발 ,0
조원태 손 들어준 국민연금  견제 세력에도 힘 실어줬다,0
 MK라씨로  코로나에도 실적견조 현대홈쇼핑 목표가   만 천원,0
현대차 제친 셀트리온  바이오 제약   증시 지형도 바꿀까,0
엔씨소프트  공식 홈페이지 새단장 신규 CI 적용,0
코스피  한 미 정책 기대 우려 교차 속     선 수성 실패,0
삼전만    조 샀다 개미가 사랑한 국민주식 흥망성쇠,0
엔씨소프트  공식 홈페이지 리뉴얼 오픈,0
엔씨소프트  공식 홈페이지 리뉴얼 개장,0
엔씨소프트  공식 홈페이지 리뉴얼 오픈 신규 CI 적용,0
코스피   재정부양책 표결 지연 가능성에 약세 출발,0
하이투자   엔씨소프트  리니지 M 일매출   억 예상 ,0
엔씨소프트  코로나 사태에도 안정적 실적 목표가  하이,0
그치지 않는 외인 매도  셀트리온은 샀다,0
리니지 M   캐릭터 서버 이전  시작 신규 클래스 등장,0
  모바일게임 이용자   리니지M 에 돈 가장 많이 썼다,0
엔씨소프트  탄탄한 리니지 위상 목표주가  하이,0
바이러스가 바꾼 산업 생태계  언택트 IT  주식 전성시대 오나,0
  억  택진이형  그 연봉 언제 다 써요 ,0
게임  잘나가는데   신작 연기  발목 잡힌 펄어비스,0
  일  거래소 외국인 순매수상위에 의약품 업종  종목,0
  일  거래소 기관 순매수상위에 화학 업종  종목,0
코로나   치료제 백신 테마 급등에 코스피   대 강세 코스닥은       ,0
엔씨소프트  전일대비        장중 반등세    외국인       주 순매수    ,0
 삼성전자보다 많다  연봉 최고봉 ICT 기업 어디 ,0
연봉으로 본 주요 IT기업 순위는 ,0
증시 바닥쳤나  전문가들  변동성 지속 ,0
직장인  재택근무 만족        효율성 높다     뿐,0
엔씨 김택진  작년 연봉   억 게임업계  연봉킹  유지,0
 CEO 연봉  총수  연봉킹 은 롯데 신동빈  이재용은   원 ,0
신동빈    억원  그룹 총수  연봉킹 ,0
증시 스며든 비대면 라이프   언택트주 실적모멘텀 기대 솔솔,0
삼성전자에서 SK로      만원  차이로 바뀐 샐러리맨 연봉킹,0
신동빈 롯데 회장  오너 연봉  위 작년 보수    억 원,0
작년 총수 연봉킹은  신동빈    억  삼성전자는 투자킹,0
 오늘의 키워드  삼성 제친 새로운  연봉 킹 은 누구  SK 조대식 의장,0
 뉴스체크 경제  이스타항공  수습 부기장 계약 해지,0
  일  거래소 외국인 순매수상위에 화학 업종  종목,0
엔씨소프트  한달간 주  일제 근무 시행 코로나   예방 위한 선제적 결정,0
삼성중공업  상승중 전일대비           이평선 역배열 상황에서 반등 시도,0
엔씨   월  주  일 근무  시행  코로나   대응 ,0
코웨이  상승중 전일대비           외국인 기관 동시 순매수 중,0
엔씨소프트  상승출발 후 현재           외국인      주 순매수,0
김택진이 내놓은 코로나   대책  주  일 근무 ,0
 통큰 택진이형  이번엔 주 일제 카드,0
통큰  택진이형  엔씨  월  주  일제 에 매주 하루는  유급휴가 ,0
콘솔 시장 도전하는 엔씨소프트 올 가을  퓨저  출시,0
 MT리포트  외인 기관 벌써 플러스  삼성전자 몰린 개미는 ,0
코스피  이틀 만에      선 회복,0
코스피  개인 기관 매수세에 반등     선 등락,0
 코로나   확산 우려 코스피 약보합세,0
 주 일 근무  교대 점심식사  코로나 시대의  근무방식,0
  일  거래소 외국인 순매수상위에 유통업 업종  종목,0
 조 원 매수한  기관  삼성전자     억 원 샀다,0
상장사 영업이익  흑자 적자  속출 삼성전자  조 넘을까,0
코스피  코로나   정점 통과 분석에    상승 감산합의 기대도  가세 ,0
코스피  기관  조 순매수에    이상 상승 마감  코스닥   대 상승,0
코로나   진정 기대감에 코스피    가까운 폭등 기관  조원 매수,0
코스피  기관 순매수에    상승하며 강세  코스닥    선 회복 도전,0
 종합  News Briefing,0
코스피  장 초반    가까이 오르며  일 연속 상승세,0
 주식 얼마나 더살까    연기금에 쏠린 눈,0
코로나   낙관론에 코스피   대 상승 출발,0
 I 리포트  엔씨소프트  코로나  에도 매출 안정적 대신,0
 엔씨소프트  코로나    영향 전무 할 것 ,0
엔씨소프트  리니지 M 독보적  위 대신,0
  일  거래소 기관 순매도상위에 서비스업 업종  종목,0
  일  거래소 외국인 순매수상위에 전기 전자 업종  종목,0
게임업계  신작 출시  이상무  테스트 사전예약  잇달아 ,0
주요 게임주  Q 실적  선방  전망 엔씨소프트 호조  기대 ,0
외인 기관  삼성전자 SK하이닉스 동반  사자 ,0
삼성전자 땡큐  코스피    거래일 만에     선 회복,0
 넷마블  게임사업 재시동  Q 신규게임 효과 본격 반영 ,0
엔씨소프트  코로나   대응 위해  월  주 일제 근무 시행 ,0
외국인  한국 증시 이탈에도 셀트리온은 샀다,0
코로나에 시가총액 순위 격변 씨젠    위   위,0
코로나  에  분기 시총 순위 격변 씨젠     위   위  껑충 ,0
자율출퇴근 분산근무로 코로나 피한다,0
 다시 회사로   IT업계  재택근무 속속 해제,0
시총    조원 클럽  명단에 이 기업들이 안보이네,0
 이때 투자했다면  게임업종  상승세  눈길 ,0
코로나  에도  분기  어닝 서프라이즈  기록한 기업은 ,0
코로나   뚫고  어닝 서프라이즈   분기 두각 보인 기업은,0
 대량 매도  외국인이 나흘째 사들인 주식은 ,0
삼성전자  기관은     억 팔고 외인은    억 샀다,0
코스피  외국인 기관 동반 매도에 하락 마감,0
코스피  기관 매도에 약세 출발 장중     선 후퇴,0
코로나  불구 성장하는 기업은   셀트리온 엔씨소프트 등 ,0
코로나  가 바꾼 일상 언택트 가 뜬다,0
코로나  에 울고 웃고 시총    대 기업 변동 어땠나 ,0
외인   거래일 연속 매도세 역대  번째 최장기록,0
집콕에 신난 게임   닌텐도 주가 한달새     뛰어,0
  일  거래소 기관 순매도상위에 전기 전자 업종  종목,0
  일  거래소 외국인 순매수상위에 의약품 업종  종목,0
외인   일 연속  팔자  개미가 지킨      지지선,0
 TF매매동향  외인 기관 순매수  현대차 에 쏠렸다,0
 마감시황 외인 기관 매도에도 코스피    이상 상승 마감,0
 오후주식시장은 개인 매수세에 코스피 코스닥   대 상승률 유지,0
토종 모바일게임  왕좌의 귀환  구글플레이 매출 장악,0
최태원 노소영 이혼소송   특유재산  인정 여부가 핵심 쟁점,0
외국인  TMT는 산다   코로나가 바꾼 주도주,0
 게임   애들 장난이 아니네     호재 만발에  함박웃음 ,0
자율출근 주 일제  달라지는 근무 풍경,0
대기업  지난해 실적 부진에도 R D   조 투자했다,0
대기업  지난해 실적 부진에도 R D   조원 투자,0
대기업들  실적 부진에도 지난해 R D에   조원 투자,0
대기업  실적부진에도 R D 투자 늘렸다  삼성전자    조 투입,0
IBK   엔씨소프트   분기 호실적 전망     목표주가  ,0
 연구만이 살 길  대기업들 지난해 R D에   조원 쏟아 부어,0
빅  게임사  글로벌 경쟁 막 올랐다,0
R D 투자  위는 삼성전자  R D 투자 비중  위는 ,0
중소벤처기업부는 어떻게  과 에서 시작해  부 가 됐나 상 ,0
코로나 덕 본 서정진  주식재산    조 급증,0
침체에도  대기업 R D비용    늘렸다,0
 어려워도 미래위해  대기업  R D 투자 늘렸다,0
작년 실적부진에도 R D   조원 투자   셀트리온 매출 대비      삼성전자    ,0
대기업들 작년 실적부진에도 R D에 총   조원 투자,0
대기업들 작년 실적부진에도 R D에   조 원  통 큰 투자 ,0
엔씨소프트  전망치 부합하는 실적 IBK투자증권,0
엔씨  판교구청 부지 매입 나서 새 사옥 짓는다,0
 공룡여당 떴다   주식시장도  리셋  ,0
한화투자   총선 주식시장 전환점 증시 주도업종 변화 가능성 ,0
  리니지 M  흥행 엔씨소프트   분기도 실적 호조 ,0
코스피  기관 매도에 하락 출발     선 후퇴,0
이베스트   엔씨소프트  분기 영업익도 호조 목표가 상향 ,0
 분기 실적시즌 돌입   코로나 이후 첫 실적 전망은 ,0
엔씨소프트   Q에 이어  Q도 영업이익 증가 지속 이베스트,0
  일  거래소 외국인 순매도상위에 금융업 업종  종목,0
  일  기관 거래소에서 TIGER              KODEX WTI원유선   ,0
 재택 근무  해제 돌입한 판교의 ICT 기업들,0
아마존 넷플릭스 주가 사상최고 미국 증시는 언택트  열풍  한국에선 누구 ,0
 TF매매동향  외인  삼성전자 사고 SK하이닉스 팔았다,0
코로나 확산 주춤  IT업계들 단계적 출근제 전환,0
엔씨소프트      억 규모 판교 땅 매입 추진,0
언택트 시대 맞아 분야별 주도주는,0
A  세븐나이츠 로 제 전성기  넷마블 ,0
네이버 NHN 넷마블 내주    일 출근 IT업계  출근 체제  시험,0
 통 큰 택진이형      억 판교 땅 산다,0
엔씨      억대 판교구청 예정부지 산다  업무공간 확보 ,0
 PC서 모바일로  게임 무게중심 이동,0
리니지 형제   월 모바일 게임 통합 랭킹 Top 차지,0
엔씨소프트       억대 판교땅 매입한다 왜 ,0
엔씨소프트  판교구청 예정부지       억원 매입 추진,0
엔씨       억대 성남 판교구청 예정부지 매입 추진,0
외국인  한 달만에  순매수  삼성전자 사들여,0
엔씨  판교구청 예정부지 매입 추진  업무 공간 확보 ,0
코로나  에  신작 카드  꺼내는 컴투스 선데이토즈,0
  일  외국인 거래소에서 SMART    TR          셀트리온        ,0
IT 게임업계  정상업무 복귀 준비 재택 분산 출근,0
코로나   뉴노멀 수혜주   게임 웹툰  방구석   진단 백신  바이오  ,0
 기신도시 노른자 땅에  행복주택  건립 딜레마 빠진 국토부,0
기업들 너도나도  클라우드 도입  결국 반도체 가 웃는다,0
 증시브리핑   증시  코로나   치료제 기대감 다우       급등,0
  일  거래소 외국인 순매수상위에 전기 전자 업종  종목,0
운용사들  반등장서 삼성그룹  담았다,0
 TF매매동향  기관  ETN    억 담고 삼성전자     억  매도 ,0
코스피  개인 매수에 반등 마감     선 회복,0
 코스피 마감 코로나 대응에 또 돈 푼다 사흘만에 상승,0
 엔씨소프트     이상 상승  단기 중기 이평선 정배열로 상승세,0
엔씨소프트  전일대비        장중 반등세    외국인       주 순매수    ,0
 리니지 M   경쟁 더 세진다   일 월드 서버 던전  베오라의 유적  도입,0
삼성전자  작년엔 증시우등생이였는데 올해는   등,0
  일  거래소 외국인 순매도상위에 금융업 업종  종목,0
코로나 사태에도 제주 국제학교 온라인유통 홈엔터 잘나가는 이유는 ,0
 TF매매동향  외국인  현대차 삼성전자 하이닉스 줄줄이 팔았다,0
     년 업종별  법인세  분석   게임 Ent사  기생충  대박 터뜨린 CJ   ,0
 구조조정 한파 몰라요  잘나가는 IT 기업 사옥 확장중,0
엔씨  리니지M   M  나란히 업데이트 장기흥행 도전,0
 리니지 M     일  크로니클II  베오라의 유적  상세 내용 공개,0
게걸음 장세   실적 저평가  종목이 뜬다,0
 AI는 인간을 위해 진화할 것  AI 전문가  인 토론,0
  년뒤 자율주행차 테헤란로 누빈다 ,0
코로나 이긴 비대면 서비스  네이버  쇼핑으로 날았다,0
  일  외국인 거래소에서 SK하이닉스          삼성전자        등    ,0
엔씨소프트가 개발한 AI  하루 세 번  날씨 기사  쓴다,0
  게이머  홀린 넷마블 신작 실적 기대되네,0
 TF매매동향  외국인  SK하이닉스 담고 에쓰오일 팔았다,0
